step,lr,in_warmup,bc1_m_convergence,bc2_v_convergence,inv_bc2_amplification,adam_amp,effective_lr,step_noise_power,step_signal_power,signal_dominance,signal_quality,cumulative_displacement,disruption_vs_xavier_emb,disruption_vs_xavier_enc,ln_V_random_baseline,v_halflife_693
3101,0.0003969819400290372,0,1.0,0.9551105300843777,1.0469992409272846,0.9772975647592589,0.00038796948324378423,1.7820308853978825e-05,0.0003791616311750584,21.27693937753504,0.9551105300843777,1.4104134956826007,59.75006102055086,22.56661593092161,9.210340371976184,0.0
3102,0.00039681758408015457,0,1.0,0.9551554195542934,1.0469500350703476,0.9773205306112696,0.00038781797182909874,1.7795118071553438e-05,0.00037902246600860114,21.299238616151204,0.9551554195542934,1.4108103132666807,59.766871604776966,22.57296501226689,9.210340371976184,0.0
3103,0.0003966532017527479,0,1.0,0.9552002641347391,1.0469008830371738,0.9773434729585802,0.000387666417761171,1.7769958668633134e-05,0.00037888324308411474,21.321560176327548,0.9552002641347391,1.4112069664684335,59.78367522519132,22.579311463494935,9.210340371976184,0.0
3104,0.00039648879311171277,0,1.0,0.9552450638706044,1.0468517847640593,0.9773663918258109,0.00038751482112296513,1.7744830611735863e-05,0.0003787439624999769,21.343904080407945,0.9552450638706044,1.411603455261545,59.800471880679154,22.58565528418472,9.210340371976184,0.0
3105,0.00039632435822195506,0,1.0,0.9552898188067338,1.0468027401873856,0.977389287237554,0.0003873631819974377,1.771973386740855e-05,0.0003786046243545465,21.36627035075872,0.9552898188067338,1.411999779619767,59.817261570128515,22.59199647391627,9.210340371976184,0.0
3106,0.0003961598971483911,0,1.0,0.955334528987927,1.0467537492436196,0.9774121592183755,0.0003872115004675385,1.769466840222727e-05,0.0003784652287461638,21.38865900976847,0.955334528987927,1.4123959395169154,59.83404429243014,22.598335032270647,9.210340371976184,0.0
3107,0.0003959954099559476,0,1.0,0.9553791944589392,1.0467048118693134,0.9774350077928144,0.0003870597766162104,1.766963418279701e-05,0.00037832577577315063,21.411070079848347,0.9553791944589392,1.4127919349268714,59.85082004647756,22.604670958829942,9.210340371976184,0.0
3108,0.0003958308967095614,0,1.0,0.9554238152644802,1.046655928001104,0.9774578329853826,0.00038690801052638867,1.7644631175751878e-05,0.0003781862655338095,21.43350358343175,0.9554238152644802,1.413187765823581,59.867588831167026,22.611004253177295,9.210340371976184,0.0
3109,0.00039566635747417963,0,1.0,0.9554683914492157,1.0466070975757142,0.9774806348205655,0.0003867562022810019,1.7619659347754856e-05,0.00037804669812642477,21.455959542974732,0.9554683914492157,1.4135834321810552,59.884350645397554,22.617334914896883,9.210340371976184,0.0
3110,0.00039550179231475995,0,1.0,0.9555129230577665,1.0465583205299507,0.9775034133228212,0.0003866043519629714,1.759471866549799e-05,0.00037790707364926195,21.478437980955686,0.9555129230577665,1.41397893397337,59.90110548807091,22.62366294357392,9.210340371976184,0.0
3111,0.00039533720129626996,0,1.0,0.9555574101347087,1.046509596800705,0.9775261685165818,0.00038645245965521143,1.7569809095702218e-05,0.00037776739220056775,21.500938919875576,0.9555574101347087,1.4143742711746663,59.91785335809163,22.62998833879466,9.210340371976184,0.0
3112,0.0003951725844836878,0,1.0,0.955601852724574,1.046460926324954,0.9775489004262519,0.0003863005254406291,1.75449306051175e-05,0.0003776276538785703,21.52346238225781,0.955601852724574,1.41476944375915,59.93459425436696,22.6363111001464,9.210340371976184,0.0
3113,0.0003950079419420013,0,1.0,0.9556462508718494,1.0464123090397581,0.9775716090762095,0.00038614854940212417,1.75200831605226e-05,0.0003774878587814787,21.546008390648456,0.9556462508718494,1.415164451701092,59.951328175806935,22.64263122721747,9.210340371976184,0.0
3114,0.00039484327373620886,0,1.0,0.9556906046209775,1.0463637448822627,0.9775942944908065,0.0003859965316225895,1.749526672872527e-05,0.0003773480070074836,21.56857696761607,0.9556906046209775,1.4155592949748281,59.96805512132433,22.64894871959725,9.210340371976184,0.0
3115,0.0003946785799313189,0,1.0,0.9557349140163566,1.0463152337896968,0.9776169566943673,0.00038584447218491057,1.7470481276562115e-05,0.00037720809865475675,21.591168135751822,0.9557349140163566,1.4159539735547595,59.9847750898347,22.655263576876152,9.210340371976184,0.0
3116,0.00039451386059234975,0,1.0,0.9557791791023402,1.046266775699374,0.9776395957111906,0.0003856923711719658,1.7445726770898613e-05,0.00037706813382145114,21.6137819176695,0.9557791791023402,1.4163484874153518,60.0014880802563,22.66157579864563,9.210340371976184,0.0
3117,0.0003943491157843303,0,1.0,0.955823399923238,1.0462183705486912,0.9776622115655478,0.0003855402286666266,1.7421003178629094e-05,0.00037692811260570125,21.636418336005537,0.955823399923238,1.416742836531136,60.01819409151019,22.667885384498177,9.210340371976184,0.0
3118,0.000394184345572299,0,1.0,0.9558675765233147,1.0461700182751297,0.9776848042816839,0.00038538804475175684,1.7396310466676775e-05,0.00037678803510562226,21.65907741341893,0.9558675765233147,1.4171370208767085,60.03489312252017,22.674192334027335,9.210340371976184,0.0
3119,0.00039401955002130455,0,1.0,0.9559117089467913,1.046121718816254,0.9777073738838178,0.00038523581951021326,1.7371648601993583e-05,0.00037664790141931097,21.681759172591516,0.9559117089467913,1.4175310404267298,60.05158517221278,22.680496646827677,9.210340371976184,0.0
3120,0.00039385472919640564,0,1.0,0.9559557972378445,1.0460734721097122,0.9777299203961412,0.0003850835530248454,1.734701755156033e-05,0.0003765077116448453,21.70446363622773,0.9559557972378445,1.4179248951559262,60.06827023951734,22.68679832249482,9.210340371976184,0.0
3121,0.00039368988316267083,0,1.0,0.9559998414406067,1.046025278093236,0.9777524438428198,0.0003849312453784956,1.7322417282386546e-05,0.0003763674658802843,21.727190827054788,0.9559998414406067,1.418318585039089,60.0849483233659,22.693097360625423,9.210340371976184,0.0
3122,0.00039352501198517884,0,1.0,0.9560438415991661,1.0459771367046398,0.9777749442479932,0.0003847788966539991,1.7297847761510576e-05,0.0003762271642236683,21.74994076782263,0.9560438415991661,1.418712110051074,60.1016194226933,22.699393760817184,9.210340371976184,0.0
3123,0.00039336011572901826,0,1.0,0.9560877977575669,1.045929047881822,0.9777974216357738,0.00038462650693418365,1.7273308955999533e-05,0.0003760868067730187,21.772713481303917,0.9560877977575669,1.419105470166803,60.11828353643711,22.70568752266885,9.210340371976184,0.0
3124,0.00039319519445928726,0,1.0,0.9561317099598093,1.0458810115627633,0.9778198760302479,0.0003844740763018695,1.724880083294918e-05,0.00037594639362633806,21.795508990294206,0.9561317099598093,1.4194986653612625,60.13494066353767,22.7119786457802,9.210340371976184,0.0
3125,0.00039303024824109445,0,1.0,0.9561755782498496,1.0458330276855272,0.9778423074554758,0.00038432160483987027,1.722432335948405e-05,0.0003758059248816104,21.818327317611832,0.9561755782498496,1.4198916956095036,60.15159080293808,22.718267129752057,9.210340371976184,0.0
3126,0.0003928652771395577,0,1.0,0.9562194026715998,1.0457850961882604,0.9778647159354916,0.0003841690926309918,1.7199876502757336e-05,0.0003756654006368004,21.841168486097963,0.9562194026715998,1.4202845608866432,60.168233953584185,22.72455297418629,9.210340371976184,0.0
3127,0.0003927002812198052,0,1.0,0.9562631832689281,1.045737217009192,0.9778871014943026,0.0003840165397580328,1.717546022995101e-05,0.0003755248209898542,21.86403251861655,0.9562631832689281,1.420677261167863,60.184870114424605,22.73083617868581,9.210340371976184,0.0
3128,0.0003925352605469747,0,1.0,0.9563069200856592,1.0456893900866335,0.9779094641558896,0.00038386394630378454,1.715107450827555e-05,0.00037538418603869913,21.886919438054615,0.9563069200856592,1.42106979642841,60.20149928441071,22.73711674285456,9.210340371976184,0.0
3129,0.00039237021518621364,0,1.0,0.9563506131655736,1.0456416153589785,0.9779318039442083,0.0003837113123510311,1.712671930497018e-05,0.00037524349588124344,21.909829267321946,0.9563506131655736,1.4214621666435963,60.21812146249663,22.74339466629754,9.210340371976184,0.0
3130,0.00039220514520267943,0,1.0,0.956394262552408,1.0455938927647033,0.9779541208831876,0.00038355863798254927,1.7102394587302736e-05,0.0003751027506153767,21.932762029351302,0.956394262552408,1.421854371788799,60.23473664763927,22.749669948620785,9.210340371976184,0.0
3131,0.0003920400506615389,0,1.0,0.9564378682898556,1.045546222242366,0.9779764149967296,0.00038340592328110805,1.707810032256966e-05,0.00037496195033896924,21.95571774709838,0.9564378682898556,1.4222464118394607,60.25134483879827,22.75594258943137,9.210340371976184,0.0
3132,0.00039187493162796906,0,1.0,0.9564814304215657,1.0454986037306062,0.9779986863087116,0.0003832531683294699,1.7053836478095937e-05,0.0003748210951498731,21.97869644354195,0.9564814304215657,1.4226382867710887,60.26794603493605,22.76221258833742,9.210340371976184,0.0
3133,0.00039170978816715607,0,1.0,0.9565249489911442,1.0454510371681465,0.9780209348429839,0.0003831003732103892,1.702960302123523e-05,0.00037468018514592085,22.001698141683615,0.9565249489911442,1.4230299965592559,60.284540235017786,22.768479944948094,9.210340371976184,0.0
3134,0.0003915446203442959,0,1.0,0.956568424042153,1.0454035224937899,0.9780431606233709,0.000382947538006613,1.700539991936964e-05,0.00037453922042492626,22.024722864548178,0.956568424042153,1.4234215411796,60.301127438011406,22.7747446588736,9.210340371976184,0.0
3135,0.0003913794282245945,0,1.0,0.9566118556181108,1.0453560596464218,0.9780653636736713,0.0003827946628008815,1.6981227139909948e-05,0.0003743982010846845,22.047770635183316,0.9566118556181108,1.4238129206078247,60.31770764288763,22.781006729725195,9.210340371976184,0.0
3136,0.0003912142118732668,0,1.0,0.9566552437624927,1.0453086485650085,0.9780875440176574,0.000382641747675927,1.6957084650295295e-05,0.0003742571272229715,22.070841476659968,0.9566552437624927,1.4242041348196979,60.33428084861991,22.787266157115166,9.210340371976184,0.0
3137,0.00039104897135553763,0,1.0,0.9566985885187302,1.045261289188598,0.9781097016790756,0.0003824887927144743,1.6932972417993408e-05,0.00037411599893754423,22.093935412072074,0.9566985885187302,1.4245951837910533,60.35084705418447,22.793522940656853,9.210340371976184,0.0
3138,0.0003908837067366415,0,1.0,0.9567418899302115,1.0452139814563193,0.9781318366816467,0.0003823357979992413,1.6908890410500575e-05,0.0003739748163261409,22.117052464536595,0.9567418899302115,1.4249860674977899,60.36740625856031,22.799777079964638,9.210340371976184,0.0
3139,0.0003907184180818221,0,1.0,0.9567851480402813,1.0451667253073826,0.9781539490490652,0.00038218276361293797,1.688483859534144e-05,0.0003738335794864807,22.14019265719378,0.9567851480402813,1.4253767859158717,60.38395846072918,22.806028574653947,9.210340371976184,0.0
3140,0.0003905531054563329,0,1.0,0.956828362892241,1.0451195206810786,0.978176038805,0.00038202968963826716,1.6860816940069115e-05,0.00037369228851626374,22.16335601320703,0.956828362892241,1.4257673390213281,60.40050365967561,22.81227742434125,9.210340371976184,0.0
3141,0.0003903877689254366,0,1.0,0.9568715345293488,1.045072367516779,0.9781981059730943,0.00038187657615792407,1.6836825412265246e-05,0.00037355094351317135,22.186542555762795,0.9568715345293488,1.4261577267902537,60.41704185438686,22.81852362864406,9.210340371976184,0.0
3142,0.0003902224085544055,0,1.0,0.9569146629948194,1.0450252657539367,0.9782201505769648,0.0003817234232545964,1.6812863979539822e-05,0.00037340954457486567,22.20975230807084,0.9569146629948194,1.426547949198808,60.43357304385298,22.824767187180928,9.210340371976184,0.0
3143,0.00039005702440852123,0,1.0,0.9569577483318246,1.0449782153320843,0.9782421726402031,0.00038157023101096456,1.678893260953122e-05,0.00037326809179899,22.232985293364187,0.9569577483318246,1.4269380062232164,60.4500972270668,22.831008099571463,9.210340371976184,0.0
3144,0.0003898916165530748,0,1.0,0.9570007905834927,1.0449312161908353,0.9782641721863747,0.0003814169995097011,1.676503126990621e-05,0.00037312658528316855,22.256241534899086,0.9570007905834927,1.4273278978397694,60.46661440302389,22.83724636543631,9.210340371976184,0.0
3145,0.0003897261850533667,0,1.0,0.9570437897929093,1.0448842682698833,0.9782861492390196,0.00038126372883347167,1.674115992835996e-05,0.0003729850251250067,22.27952105595505,0.9570437897929093,1.4277176240248228,60.4831245707226,22.843481984397165,9.210340371976184,0.0
3146,0.00038956072997470655,0,1.0,0.9570867460031164,1.044837371509002,0.978308103821652,0.0003811104190649338,1.6717318552615976e-05,0.0003728434114220906,22.3028238798349,0.9570867460031164,1.4281071847547975,60.49962772916404,22.84971495607676,9.210340371976184,0.0
3147,0.00038939525138241354,0,1.0,0.9571296592571132,1.0447905258480457,0.9783300359577606,0.0003809570702867379,1.6693507110426114e-05,0.00037270174427198743,22.326150029864753,0.9571296592571132,1.42849658000618,60.51612387735209,22.85594528009888,9.210340371976184,0.0
3148,0.00038922974934181597,0,1.0,0.9571725295978561,1.0447437312269474,0.9783519456708083,0.00038080368258152665,1.6669725569570493e-05,0.0003725600237722455,22.34949952939416,0.9571725295978561,1.4288858097555217,60.53261301429341,22.862172956088347,9.210340371976184,0.0
3149,0.00038906422391825135,0,1.0,0.9572153570682583,1.0446969875857213,0.9783738329842321,0.00038065025603193514,1.664597389785757e-05,0.0003724182500203938,22.372872401795973,0.9572153570682583,1.4292748739794399,60.549095138997394,22.868397983671038,9.210340371976184,0.0
3150,0.0003888986751770665,0,1.0,0.9572581417111901,1.0446502948644603,0.9783956979214442,0.00038049679072059097,1.6622252063124104e-05,0.00037227642311394237,22.39626867046643,0.9572581417111901,1.4296637726546169,60.565570250476235,22.87462036247387,9.210340371976184,0.0
3151,0.0003887331031836174,0,1.0,0.9573008835694788,1.0446036530033371,0.9784175405058307,0.00038034328673011426,1.6598560033235074e-05,0.00037213454315038235,22.419688358825244,0.9573008835694788,1.4300525057578004,60.58203834774489,22.880840092124807,9.210340371976184,0.0
3152,0.0003885675080032694,0,1.0,0.9573435826859094,1.0445570619426041,0.9784393607607522,0.0003801897441431174,1.6574897776083717e-05,0.0003719926102271857,22.443131490315555,0.9573435826859094,1.4304410732658037,60.59849942982108,22.88705717225286,9.210340371976184,0.0
3153,0.0003884018897013967,0,1.0,0.9573862391032234,1.0445105216225925,0.9784611587095441,0.00038003616304220516,1.655126525959152e-05,0.0003718506244418052,22.46659808840393,0.9573862391032234,1.430829475155505,60.614953495725295,22.89327160248808,9.210340371976184,0.0
3154,0.00038823624834338294,0,1.0,0.9574288528641203,1.0444640319837128,0.9784829343755159,0.0003798825435099749,1.65276624517081e-05,0.00037170858589167486,22.490088176580564,0.9574288528641203,1.4312177114038485,60.6314005444808,22.899483382461575,9.210340371976184,0.0
3155,0.0003880705839946206,0,1.0,0.9574714240112561,1.044417592966455,0.9785046877819524,0.00037972888562901616,1.6504089320411456e-05,0.00037156649467420913,22.51360177835888,0.9574714240112561,1.4316057819878432,60.64784057511362,22.90569251180549,9.210340371976184,0.0
3156,0.00038790489672051127,0,1.0,0.9575139525872448,1.044371204511387,0.9785264189521123,0.0003795751894819109,1.6480545833707546e-05,0.00037142435088680374,22.537138917276156,0.9575139525872448,1.4319936868845637,60.664273586652556,22.91189899015302,9.210340371976184,0.0
3157,0.00038773918658646585,0,1.0,0.9575564386346576,1.0443248665591567,0.9785481279092294,0.00037942145515123355,1.6457031959630626e-05,0.0003712821546268352,22.560699616893043,0.9575564386346576,1.4323814260711503,60.68069957812918,22.918102817138404,9.210340371976184,0.0
3158,0.000387573453657904,0,1.0,0.957598882196023,1.0442785790504896,0.9785698146765119,0.0003792676827195508,1.6433547666243024e-05,0.00037113990599166096,22.584283900793867,0.957598882196023,1.432768999524808,60.69711854857784,22.92430399239693,9.210340371976184,0.0
3159,0.0003874076980002543,0,1.0,0.9576412833138269,1.0442323419261905,0.978591479277143,0.00037911387226942156,1.6410092921635275e-05,0.000370997605078619,22.607891792586443,0.9576412833138269,1.4331564072228082,60.71353049703565,22.930502515564932,9.210340371976184,0.0
3160,0.00038724191967895476,0,1.0,0.9576836420305131,1.0441861551271423,0.9786131217342802,0.0003789600238833973,1.6386667693925925e-05,0.00037085525198502883,22.631523315902378,0.9576836420305131,1.433543649142487,60.729935422542496,22.936698386279794,9.210340371976184,0.0
3161,0.0003870761187594518,0,1.0,0.9577259583884826,1.0441400185943062,0.9786347420710563,0.00037880613764402165,1.6363271951261707e-05,0.00037071284680819007,22.65517849439677,0.9577259583884826,1.4339307252612465,60.74633332414105,22.942891604179945,9.210340371976184,0.0
